Success,Comment
True, '""""""\nDeprecation Notice: `got_first_request` is deprecated and will be removed in Flask 2.4.\n\nReturns:\n    bool: Whether the first request has been received.\n\nRaises:\n    DeprecationWarning: If the function is called, indicating that it should not be used.\n""""""'
True, '""""""\nRaises an AssertionError if the setup method has already been registered.\n\nIf the setup method has been called at least once, this function will raise\nan AssertionError with a message indicating that further calls to the setup\nmethod will not be applied consistently. This is intended to prevent changes\nto imports, decorators, functions, etc. from being made after registration.\n\nArgs:\n    f_name (str): The name of the setup method that was called.\n\nRaises:\n    AssertionError: If the setup method has already been registered.\n""""""'
True, '""""""\nInitialize a cached property with optional getter, name, and documentation.\n\nThis method initializes a cached property with the provided getter function, \nname (defaulting to None), and documentation (defaulting to None). It also sets up \na lock for thread-safe access to the property.\n\nArgs:\n    fget: The getter function for the property.\n    name: The name of the property (optional).\n    doc: The documentation string for the property (optional).\n\nReturns:\n    None\n""""""'
True, '""""""\nLoads a configuration file from disk.\n\nThis method attempts to open the specified file and load its contents using the provided `load` function.\nIf successful, it returns whether the loaded object is a mapping (i.e., a dictionary or similar data structure).\nIf an error occurs while loading the file, it will be raised unless `silent` is True, in which case it will return False instead.\n\nParameters:\nfilename (str): The path to the configuration file to load.\nload (Callable[[IO[Any], Mapping]): A function that takes an IO object and returns a mapping.\nsilent (bool, optional): Whether to suppress error messages. Defaults to False.\ntext (bool, optional): Whether to open the file in text mode instead of binary mode. Defaults to True.\n\nReturns:\nbool: Whether the loaded object is a mapping or not.\n""""""'
True, '""""""\nLoads the application configuration from a JSON file.\n\nThis function initializes a Flask application instance and loads its configuration\nfrom a JSON file named \'config.json\' located in the \'static\' directory of the current working directory.\nThe loaded configuration is then passed to the `common_object_test` function for further processing.\n\nArgs:\n    None\n\nReturns:\n    None\n\nRaises:\n    FileNotFoundError: If the \'config.json\' file does not exist in the specified location.\n    json.JSONDecodeError: If the \'config.json\' file contains invalid JSON data.\n""""""'
False, '""""""\nTests configuration from a TOML file.\n\nThis function tests the ability to load configuration from a TOML file using the `tomllib` library.\nIt creates a Flask application instance and loads the configuration from a file named ""config.toml"" in the static directory of the current working directory.\n\nArgs:\n    None\n\nReturns:\n    None\n""""""\ndef test_config_from_file_toml():'
False, '""""""\nReturns the value of a deprecated attribute.\n\nIf the requested attribute is `_app_ctx_stack` or `_request_ctx_stack`, it returns its value and issues a deprecation warning. Otherwise, it raises an `AttributeError`.\n\nArgs:\n    name (str): The name of the attribute to return.\n\nReturns:\n    object: The value of the requested attribute, or raises an AttributeError if not found.\nRaises:\n    DeprecationWarning: If the requested attribute is deprecated and will be removed in a future version of Flask.'
True, '""""""\nReturns the name of the session cookie.\n\nThis method is deprecated and will be removed in Flask 2.3. Instead, use\n`app.config[\'SESSION_COOKIE_NAME\']`.\n\nArgs:\n    None\n\nReturns:\n    str: The name of the session cookie.\n""""""'
True, '""""""\nDeprecation Notice:\n\nThe `session_cookie_name` method is deprecated and will be removed in Flask 2.3.\nUse the \'SESSION_COOKIE_NAME\' configuration option in \'app.config\' instead.\n\nParameters:\nvalue (str): The new session cookie name.\n\nReturns:\nNone\n""""""'
True, '""""""\nDeprecation Notice:\n\nThe `send_file_max_age_default` method is deprecated and will be removed in Flask 2.3.\nUse \'SEND_FILE_MAX_AGE_DEFAULT\' in \'app.config\' instead.\n\nReturns:\n    Optional[timedelta]: The maximum age for sending files, or None if not set.\n\nRaises:\n    DeprecationWarning: If the deprecated method is called.\n\nNote:\nThis function is only available for backwards compatibility and should not be used in new code.\n""""""'
True, '""""""\nDeprecation Notice:\n\nThe `send_file_max_age_default` method is deprecated and will be removed in Flask 2.3.\nUse \'SEND_FILE_MAX_AGE_DEFAULT\' in \'app.config\' instead.\n\nParameters:\n    value (Union[int, timedelta, None]): The maximum age of sent files in seconds.\n        If int, the value is used directly as a number of seconds.\n        If timedelta, the value is converted to seconds.\n        If None, no default is set.\n\nReturns:\n    None\n""""""'
True, '""""""\nDeprecation Notice:\n\nThe `use_x_sendfile` method is deprecated and will be removed in Flask 2.3.\nInstead, use the \'USE_X_SENDFILE\' configuration option in the application\'s\nconfiguration dictionary.\n\nReturns:\n    bool: The value of the \'USE_X_SENDFILE\' configuration option.\n\nRaises:\n    DeprecationWarning: If the \'use_x_sendfile\' method is called.\n""""""'
False, '""""""\nDeprecates the use of `use_x_sendfile` method and replaces it with using the `USE_X_SENDFILE` configuration option.\n\n### Parameters\n\n- **value** (`bool`): A boolean indicating whether to enable or disable xSendFile functionality.\n\n### Returns\n\n- None\n""""""\n \nimport warnings\n\nwarnings.warn(\n    ""\'use_x_sendfile\' is deprecated and will be removed in Flask 2.3. Use""\n    "" \'USE_X_SENDFILE\' in \'app.config\' instead."",\n    DeprecationWarning,\n    stacklevel=2,\n)\n\nself.config[""USE_X_SENDFILE""] = value'
True, '""""""\nReturns the JSON encoder class for this application.\n\nThis method is deprecated in favor of customizing \'app.json_provider_class\' or \'app.json\'.\nThe `DeprecationWarning` will be raised when calling this function.\n \nArgs:\n    None\n \nReturns:\n    t.Type[json.JSONEncoder]: The JSON encoder class.\n""""""'
